,Unnamed: 0,Desc,Laptop,Lenguaje,PuntajeL,Categoria,PuntajeC
30,30,"Los equipos Dell se destacan por ofrecer soluciones reales para cada una de las necesidades. Ya sea para conectarte, entretenerte, trabajar o colaborar de manera online, podrás hacerlo de forma segura desde cualquier lugar y en cualquier momento. Pantalla con gran impacto visualSu pantalla de 14"" y 1366x768 px de resolución te brindará colores más vivos y definidos. Tus películas y series preferidas cobrarán vida, ya que ganarán calidad y definición en cada detalle. Eficiencia a tu alcanceSu procesador Intel Core i5 de 4 núcleos, está pensado para aquellas personas generadoras y consumidoras de contenidos. Con esta unidad central, la máquina llevará a cabo varios procesos de forma simultánea, desde edición de videos hasta retoques fotográficos con programas profesionales.Potente disco sólidoEl disco sólido de 256 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.Un procesador exclusivo para los gráficosSu tarjeta gráfica Intel Iris Xe Graphics G7 80EUs convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.",Dell,natural,0.5878958106040955,videojuegos,0.5465275049209595
31,31,"LAPTOP LENOVO LOQ 15___ 13va Generación____INGENIERIA, ARQUITECTURA, DISEÑO 3D========= ESPECIFICACIONES =========•••» Modelo: LENOVO LOQ» Procesador: Intel Core i5-13420H, 8 Nucleos» Memoria RAM: 16GB DDR5-5200MHz» Almacenamiento: 1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®» Tarjeta de video: NVIDIA® GeForce RTX™ 3050 - 6GB GDDR6» Pantalla: 15.6"" FHD (1920x1080) IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC®» Sistema Operativo: Windows 11» Teclado Retroiluminado» Teclado en Ingles configurable a ESPAÑOL» CONECTIVIDAD: Wi-Fi® 6, 11ax 2x2 + Bluetooth 5.1» CAMARA: FHD 1080p with E-shutter» PUERTOS:1x USB 3.2 Gen 12x USB 3.2 Gen 21x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1x HDMI® 2.1, up to 8K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector» BATERIA: Integrated 60Wh» ADAPTADOR: 170W Slim Tip (3-pin)Aviso legal• La duración de la batería depende del uso que se le dé al producto.",Lenovo,técnico,0.8191618323326111,personal,0.38784754276275635
32,32,"La laptop MSI Thin GF63 es una solución tanto para trabajar y estudiar como para entretenerte. Al ser portátil, el escritorio dejará de ser tu único espacio de uso para abrirte las puertas a otros ambientes ya sea en tu casa o en la oficina.Pantalla con gran impacto visualSu pantalla IPS de 15.6"" y 1920x1080 px de resolución te brindará colores más vivos y definidos. Tus películas y series preferidas cobrarán vida, ya que ganarán calidad y definición en cada detalle.Alta eficiencia a tu alcanceSu procesador Intel Core i7 de 10 núcleos, está pensado para quienes buscan la máxima exigencia en la productividad. Está destinado a personas que trabajan con programas de diseño, de edición o tienen un nivel de juego alto. Llevará a cabo varios procesos de forma simultánea, sin frenos y te brindará una experiencia excepcional.Potente disco sólidoEl disco sólido de 512 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.Un procesador exclusivo para los gráficosSu tarjeta gráfica NVIDIA GeForce RTX 4050 convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.Aviso legal• La duración de la batería depende del uso que se le dé al producto.",Otro,técnico,0.5749936103820801,videojuegos,0.44581112265586853
33,33,">>>>> movilstoreperu.pe ==== Somos MercadoLiderGold, compre seguro con nosotros... Contamos con TIENDA FISICA. >>>>> ACEPTAMOS MERCADO PAGO.>>>>Sobre Nosotros:**MOVILSTORE PERUfb, ... Somos Empresa Jurídica con Ruc 20 mas de 10 años en el mercado tecnológico el cual distribuimos Laptops Nuevas y selladas... Todo producto cuenta con garantía de 12 meses... Contamos con una reputación impecable en Mercado Libre y META... Su compra es 100% SEGURA con nosotros.>>>>>>>>>>SOMOS MOVILSTORE PERU <<<<<< STOCK DISPONIBLE*****ASUS VIVOBOO 16X Edition 2023******>>>>>Nueva, Caja Sellada<<<<<<<<<<<>>REPUBLIC™ OF ASUS VIVOBOOK®*Pantalla=> de 16"" Full HD+*Procesador=> Core i9 13900H 14 Nucleos*Memoria Ram=> de 24GB DDR4*Disco Solido=> 1TB SSD PCIe NVMe M2*Tarjeta de Video=> Intel IRIS XE Graphics*Sistema => FreeDos (Se instala Windows 11 Pro, GRATIS)*Conectividad=> Bluetooth 5.2. |*Puertos=> USB 3.2 | USB 3.2 Tipo C | HDMI 2 | Wifi 6E**Teclado ESPAÑOL con tecla Ñ**Envíos a Nivel Nacional**Garantía 12 meses por ASUS PERU**Emitimos Boleta / Factura*******************************************>>>>> HORARIO DE ATENCIÓN EN TIENDA: <<<<<<**LUNES A SÁBADO de 9.30am a 7.30pm**DOMINGOS previa coordinación.*********************************************Déjanos tus consultas o dudas que estaremos muy gustosos en atenderlo.>>>>>> CONSULTAR STOCK ANTES DE COMPRAR<<<<<<",Asus,natural,0.8573768734931946,negocios,0.6687079071998596
34,34,"Con la laptop 2 en 1 Chuwi HeroBook Pro vas a disfrutar de la combinación única entre portabilidad y usabilidad. Su principal beneficio es su capacidad de transformarse en una tablet sin perder la potencia y el rendimiento de una computadora portátil. Pantalla con gran impacto visualSu pantalla LCD de 14.1"" y 1920x1080 px de resolución te brindará colores más vivos y definidos. Tus películas y series preferidas cobrarán vida, ya que ganarán calidad y definición en cada detalle.Eficiencia a tu alcanceCon su procesador Intel Celeron de 2 núcleos, lograrás el desempeño que necesitas para navegar y trabajar. Podrás usar los programas más esenciales, llevar a cabo tus tareas y organizar tu vida diaria.Potente disco sólidoEl disco sólido de 256 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.Un procesador exclusivo para los gráficosSu tarjeta gráfica Intel UHD Graphics 600 convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.Aviso legal• La duración de la batería depende del uso que se le dé al producto.",Otro,técnico,0.5893299579620361,videojuegos,0.47000786662101746
35,35,"IdeaPad Flex 5 16"" 8va Gen - Arctic Grey + LAPIZ OPTICO INCLUIDOModelo: 82XY005LLM* ProcesadorProcesador AMD Ryzen 7 7730U (2,00 GHz hasta 4,50 GHz)* Sistema OperativoWindows 11 Home Single Language 64* Pantalla16"" WUXGA (1920 x 1200), IPS, Glare, táctil, 45%NTSC, 300 nits, 60Hz* Memoria16 GB LPDDR4X-4266MHz (Soldado)* Almacenamiento1 TB SSD M.2 2242 PCIe Gen4 TLC* Garantía incluida12 Meses Garantia Oficial Lenovo* Adaptador de Corriente65W Round Tip* Tarjeta GráficaIntegrated AMD Radeon Graphics* Batería3 celdas, 52.5Wh* CámaraFHD de 1080P con obturador para privacidad y micrófono de matriz doble* Lector de huellas digitalesIncluido* TecladoRetroiluminado, gris tormenta, con teclado numérico - Español* Dispositivo de PunteroLápiz Digital Lenovo Sin Batería + ClickPad* ConectividadWi-Fi 6 11AX (2x2) & Bluetooth® 5.1PUERTOS:** 1x USB 3.2 Gen 1** 1x USB 3.2 Gen 1 (Always On)** 1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)** 1x HDMI® 1.4b** 1x Card reader** 1x Headphone / microphone combo jack (3.5mm)** 1x Power connectorVENDIDO POR:Razón social: Lenovo (Asia Pacific) Limited Sucursal del PerúRUC: 20511063184_________________________________________--> FORMAS DE PAGOMercado Pago:* Efectivo* Tarjeta de Débito y Crédito_________________________________________-->HORARIOS DE ATENCION* De Lunes a Viernes de 10:00Hs a 19:00Hs* Sábados de 9:00Hs a 13:00Hs_________________________________________-->GARANTÍA y ORIGEN* Nuestros productos son 100% nuevos, importados en caja desde fabrica.* La garantía de cada maquina se encuentra en las especificaciones del producto._________________________________________-->RAZONES PARA ELEGIRNOS* Somos TIENDA OFICIAL LENOVO.* Contamos con una AMPLIA VARIEDAD DE PRODUCTOS: Laptops, PCs de escritorio Todo en Uno, Tabletas, Accesorios.* Brindamos ATENCIÓN PERSONALIZADA ofreciéndole siempre el mejor producto a un excelente precio y con garantía oficial de la marca._________________________________________--> FORMAS DE ENVÍO* Envió a domicilio a todo el país.",Lenovo,natural,0.6159342527389526,personal,0.44037842750549316
36,36,"La laptop HP Victus 89R73LA#ABM es una solución tanto para trabajar y estudiar como para entretenerte. Al ser portátil, el escritorio dejará de ser tu único espacio de uso para abrirte las puertas a otros ambientes ya sea en tu casa o en la oficina.Pantalla con gran impacto visualSu pantalla FHD de 15.6"" y 1920x1080 px de resolución te brindará colores más vivos y definidos. Tus películas y series preferidas cobrarán vida, ya que ganarán calidad y definición en cada detalle.Eficiencia a tu alcanceSu procesador AMD Ryzen_5 de 6 núcleos, te permitirá ejecutar programas variados y procesos indispensables para desenvolverte en el día a día, ya sea en tu trabajo o en los momentos de ocio en tu hogar. Potente disco sólidoEl disco sólido de 512 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.Un procesador exclusivo para los gráficosSu tarjeta gráfica GeForce GTX 1650 convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.Aviso legal• La duración de la batería depende del uso que se le dé al producto.",Hp,técnico,0.6015155911445618,videojuegos,0.48139065504074097
37,37,0,Lenovo,técnico,0.6067935824394226,personal,0.4459722340106964
38,38,0,Lenovo,técnico,0.6067935824394226,personal,0.4459722340106964
39,39,"La Laptop Lenovo Ideapad3 15alc6 R7 es una máquina potente y eficiente, equipada con un procesador AMD Ryzen 7 5700U de 8 núcleos que garantiza un rendimiento excepcional. Viene con un sistema operativo FreeDOS y una impresionante memoria RAM de 16GB DDR4 a una velocidad de 3200 MHz, lo que permite un funcionamiento suave y rápido. Su almacenamiento de 512GB SSD es más que suficiente para guardar todos tus archivos importantes. La pantalla FHD de 15.6 pulgadas ofrece una resolución de 1920x1080, proporcionando imágenes nítidas y claras. La tarjeta gráfica AMD Radeon Graphics mejora la experiencia visual. La batería de polímero de litio dura hasta 7.5 horas, lo que te permite trabajar sin interrupciones. A pesar de su potencia, la laptop es ligera, pesando solo 1.65kg, y tiene un diseño compacto con una altura de 19.9 mm, ancho de 359.2 mm y profundidad de 236.5 mm. Además, cuenta con conectividad Bluetooth y Wi-Fi, puerto HDMI, lector de tarjeta de memoria, micrófono y pad numérico. Sin embargo, no incluye teclado retroiluminado, cámara web y lector de huella digital.Aviso legal• La duración de la batería depende del uso que se le dé al producto.",Lenovo,técnico,0.663094699382782,negocios,0.34989413619041443
40,40,"La MacBook Pro es la laptop más poderosa de Apple, creada para quienes se proponen nuevos desafíos y logran cosas imposibles. Tiene una pantalla envolvente, procesadores superrápidos, gráficos de última generación, un nuevo teclado Magic Keyboard y un increíble espacio de almacenamiento.Eficiencia a tu alcanceSu procesador Apple M2 Pro de 10 núcleos, te permitirá ejecutar programas variados y procesos indispensables para desenvolverte en el día a día, ya sea en tu trabajo o en los momentos de ocio en tu hogar. Potente disco sólidoEl disco sólido de 512 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.",Macbook,natural,0.5265081524848938,negocios,0.4285621643066406
41,41,"Laptop Lenovo Ideapad Flex 5 en color azul, modelo 82XX0078LM. Equipada con un procesador AMD Ryzen 7 7730U que va desde 2,00 GHz hasta 4,50 GHz. Viene con el sistema operativo Windows 11 Home Single Language 64.La pantalla es de 14"" WUXGA (1920 x 1200), IPS, reflectante, táctil, 45% NTSC, 300 nits, 60Hz, retroiluminación LED, marco biselado fino, vidrio.Cuenta con 16 GB de memoria LPDDR4X-4266MHz (soldado) y 512 GB de almacenamiento SSD M.2 2242 PCIe Gen4 TLC.El adaptador de corriente es de 65W Round Tip y la tarjeta gráfica es AMD Radeon integrada. La batería es de 3 celdas, 52.5Wh.La cámara es de 1080P FHD con micrófono doble y obturador para privacidad. Incluye un lápiz digital Lenovo sin batería y un lector de huellas digitales.El teclado es retroiluminado, gris tormenta - Español. El dispositivo de puntero es un ClickPad + Lápiz digital Lenovo sin batería.Además, incluye Xbox Game Pass Ultimate (3 meses).En cuanto a la conectividad, tiene Wi-Fi 6 11AX (2x2) & Bluetooth 5.1.Los puertos son:* 1x lector de tarjetas* 1x HDMI 1.4b* 1x conector combinado para auriculares/micrófono (3,5 mm)* 1x conector de alimentación* 1x USB 3.2 Generación 1* 1x USB 3.2 Gen 1 (siempre encendido)Aviso legal• La duración de la batería depende del uso que se le dé al producto.",Lenovo,técnico,0.7299833297729492,videojuegos,0.40220099687576294
42,42,"La Laptop Lenovo V14 G2 Itl 14 Hd I5-1135g7 16gb es una opción ideal para aquellos que buscan un rendimiento potente y una experiencia de usuario fluida. Con su procesador Intel Core i5 1135g7 y 16 GB de memoria RAM, podrás realizar múltiples tareas sin problemas y ejecutar aplicaciones exigentes con facilidad. Además, su disco híbrido de 500 GB SSD + 1 TB HDD te brinda un amplio espacio de almacenamiento para tus archivos y programas.La pantalla de 14"" con resolución de 1366 px x 768 px ofrece una calidad de imagen nítida y colores vibrantes, mientras que la tarjeta gráfica Intel Iris Xe Graphics UHD garantiza un rendimiento gráfico impresionante. Ya sea que estés trabajando, estudiando o disfrutando de contenido multimedia, esta laptop te brindará una experiencia visual inmersiva.Con su diseño elegante en color gris, la Laptop Lenovo V14 G2 Itl 14 Hd I5-1135g7 16gb es perfecta para aquellos que valoran el estilo y la sofisticación. Además, su batería de ion de litio te proporciona una autonomía duradera, para que puedas llevarla contigo sin preocuparte por quedarte sin energía.Esta laptop también cuenta con una amplia variedad de puertos, incluyendo Ethernet, HDMI, USB 2.0, USB 3.2 y USB-C 3.2, para que puedas conectar tus dispositivos y periféricos sin problemas. Además, su sistema operativo FreeDOS te brinda la libertad de instalar el sistema operativo de tu elección.En resumen, la Laptop Lenovo V14 G2 Itl 14 Hd I5-1135g7 16gb es una opción potente y versátil para aquellos que buscan un rendimiento excepcional, un amplio espacio de almacenamiento y una experiencia visual inmersiva. No pierdas la oportunidad de adquirir esta laptop de alta calidad y lleva tu productividad al siguiente nivel.",Lenovo,natural,0.5946229696273804,negocios,0.4684191644191742
43,43,"LAPTOP ASUS TUF Gaming F1512th Gen Intel® Core™ i7- 14 Núcleos E S P E C I F I C A C I O N E S :• PROCESADOR : Core i7-12700H, 14 Núcleos- 2,3 GHz hasta 4.70 GHz• MEMORIA RAM : 32GB DDR4-3200MHz• DISCO SSD : 1.5 TB SSD (512GB+1TB) NVMe PCIe• TARJETA VIDEO : 4GB - Nvidia GeForce RTX3050• PANTALLA : 15.6"" IPS Anti-Glare FHD (1920x1080) 144Hz• COLOR : Mecha Gray• SISTEMA OPERATIVO : Windows 11 64-Bit• TECLADO RETROLUMINADO• TECLADO Español• CONECTIVIDAD:- Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.2- Integrated 720p HD Webcam- 10/100/1000 Mbps LAN• AUDIO: 2x 2W Built in Speaker with Dolby Atmos• BATERIA: 4-Cell 56WHrs Li-ion Battery+ CONTENIDO DE LA CAJA- Laptop- Cargador- Folletos+ ELEMENTOS ADICIONALES- Protector de Pantalla- Protector de Teclado- Skin TransparenteEsta Laptop está diseñada para:Arquitecto, Ingeniero, Productor, Gamer, Diseñador Gráfico, Fotógrafo, y/o trabajas con programas exigentes como edición de videos, Renders, Diseño 3D, Cinematografía, Stream.Aviso legal• La duración de la batería depende del uso que se le dé al producto.",Asus,técnico,0.7609548568725586,videojuegos,0.5802586078643799
44,44,0,Macbook,técnico,0.6067935824394226,personal,0.4459722340106964
45,45,0,Thinkpad,técnico,0.6067935824394226,personal,0.4459722340106964
46,46,"La laptop Lenovo IdeaPad 82H801ENUS fue pensada para hacer tu vida más sencilla. Su diseño elegante e innovador y su comodidad para transportarla, la convertirá en tu PC favorita. Cualquier tarea que te propongas, ya sea en casa o en la oficina, la harás con facilidad gracias a su poderoso rendimiento.Pantalla con gran impacto visualSu pantalla TN de 15.6"" y 1920x1080 px de resolución te brindará colores más vivos y definidos. Tus películas y series preferidas cobrarán vida, ya que ganarán calidad y definición en cada detalle.Eficiencia a tu alcanceSu procesador Intel Core i5 de 4 núcleos, está pensado para aquellas personas generadoras y consumidoras de contenidos. Con esta unidad central, la máquina llevará a cabo varios procesos de forma simultánea, desde edición de videos hasta retoques fotográficos con programas profesionales.Potente disco sólidoEl disco sólido de 256 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.Un procesador exclusivo para los gráficosSu tarjeta gráfica Intel Iris Xe Graphics convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.",Lenovo,natural,0.614662766456604,videojuegos,0.5730988383293152
47,47,0,Lenovo,técnico,0.6067935824394226,personal,0.4459722340106964
48,48,"CASESWORLD PERU SACENTREGA EN 15 DIAS!!Por favor leer detenidamente el anuncio.Cases World Peru S.A.C.Empresa líder en el rubro tecnologico, trabajamos con las mejores marcas (Apple, Samsung, Bose y Mas!).Mercado Líder Gold por más de 3 años y con 100% calificación positiva.Estamos en:Miraflores: C.C. Compupalace.La Victoria: C.C. Polvos AzulesSurco: C.C. Polvos RosadosTodos los equipos son 100% nuevos y sellados con garantía de 12 meses Apple.¡IMPORTANTE!Los precios de oferta (con descuento) no incluyen IGV.--Nuestros Productos por CASES WORLD STORE--https://eshops.mercadolibre.com.pe/CASESWORLD.STOREImportado por CasesWorldStore Peru Sac:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::--DESCRIPCION--IMPRESIONANTEMENTE GRANDE, IMPOSIBLEMENTE DELGADA: la MacBook Air de 15 pulgadas deja espacio para más de lo que amas con una espaciosa pantalla Liquid Retina. La carcasa duradera de aluminio 100 % reciclado es sorprendentemente delgada y liviana.SUPERCARGADO POR M2: haga más cosas más rápido con una potente CPU de 8 núcleos, una GPU de 10 núcleos y hasta 24 GB de memoria unificada.HASTA 18 HORAS DE DURACIÓN DE LA BATERÍA: pase todo el día con el rendimiento de eficiencia energética del chip Apple M2. (La duración de la batería varía según el uso y la configuración. Visita apple.com/batteries para obtener más información).PANTALLA ESPACIOSA Y HERMOSA: la pantalla Liquid Retina de alta resolución de 15,3 pulgadas cuenta con 500 nits de brillo, color amplio P3 y admite mil millones de colores para imágenes vibrantes y detalles increíbles. (La pantalla del MacBook Air de 15 pulgadas tiene esquinas redondeadas en la parte superior. Cuando se mide como una forma rectangular estándar, la pantalla mide 15,3 pulgadas en diagonal; el área visible real es menor).DISEÑO SILENCIOSO: MacBook Air cuenta con un diseño sin ventilador que funciona completamente en silencio, sin importar la tarea.SIMPLEMENTE COMPATIBLE: con miles de aplicaciones optimizadas para el silicio de Apple, todos sus favoritos son ultrarrápidos en macOS, incluidos Microsoft Excel y PowerPoint, Adobe Creative Cloud y Google Workspace. Y las actualizaciones de software gratuitas hacen que todo funcione sin problemas y de forma segura. (Las aplicaciones están disponibles en App Store. La disponibilidad de títulos está sujeta a cambios).:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::-¿Cuales son las formas de envio?*Llego Mercado Envíos Flex: Recibe tu producto el mismo día de tu compra (Lima Metropolitana).*Retiro de producto en tienda: Escoge la opción de retiro de producto en domicilio del vendedor.*Envíos a provincia totalmente GRATIS!: El envío se realiza por el Courier oficial de Mercado libre envíos.- ¿Cuáles son las formas de pago disponibles?+Los pagos se realizan a través de MercadoPago, con tarjeta de débito, crédito o en efectivo- ¿Puedo pagar con depósito o transferencia bancaria?+No, sólo aceptamos los medios de pago habilitados en MercadoPago.:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::-Nuestros Productos por CASES WORLD STOREhttps://eshops.mercadolibre.com.pe/CASESWORLD.STORE",Macbook,natural,0.5011325478553772,negocios,0.3546428978443146
49,49,"SOMOS EMPRESA CORPORACION INTERNATIONAL QFCALIDAD-GARANTÍA-CONFIANZA-SEGURIDAD-ATENCIÓN A NIVEL NACIONAL.LAPTOP NUEVA LENOVO V15 G3 IAP CORE I5 12VA GEN 24GB RAM 512GB SSD +2 TB HDDFORMATO NOTEBOOKDESCRIPCION MARCA LENOVOMODELO V15 G3 IAPPART NUMBER 82TT00CXLMCOLOR IRON GREY (GRIS)PANTALLA 15.6 PULG FHD TN WIDE RESOLUCION MAXIMA 1920 x 1080 ANTI-GLARECPU INTEL CORE i5 1235U 1.30 / 4.40 GHZ CACHE L3 12 MBCHIPSET SoC INTEGRADO INTELMEMORIA CAPACIDAD 24GBTIPO DDR4BUS 3200 MHZTIPO DE RANURA SO-DIMMNUMERO DE RANURAS 1ALMACENAMIENTO: DISCO SOLIDO SSD 512GB + 2TB HDDTIPO SSD M.2INTERFAZ 2242 PCIe 4.0x4 NVMe +COMENTARIOS VIDEO INDEPENDIENTE NOMARCA INTELCHIPSET INTEL IRIS XE GRAPHICSSALIDAS HDMICONECTIVIDAD LAN VELOCIDAD 1000 MB/SWIRELESS 802.11AX 2x2Wi-Fi 6BLUETOOTH 5.1SONIDO CHIPSET AUDIO HD / REALTEK ALC3287 CODECPARLANTE STEREO SPEAKERS, 1.5W X2, DOLBY AUDIOPUERTOS COMBO AUDIO/MIC SIINCORPORA WEBCAM SITOUCHPAD SIPUERTOS USB 2.0 1USB 3.2 TIPO-A GEN 1 1RJ45 1ALIMENTACION SI1 x USB 3.2 GEN 1 TIPO-C (SOPORTA TRANSFERENCIA DE DATOS, POWER DELIVERY 3.0 & DISPLAYPORT)1 x HEADPHONE / MICROPHONE COMBO JACK (3.5mm)BATERIA TIPO BATERIA INTEGRADACAPACIDAD 38 WHIDIOMA DE TECLADO ESPAÑOLDIMENSIONES LARGO 23.60 CMANCHO 35.90 CMALTO 1.99 CMPESO 1.7 KGSISTEMA OPERATIVO WINDOWS 11 PROADAPTADOR DE PODER 65W ROUND TIP (3-PIN)CAMARA WEB HD 720p CON OBTURADOR DE PRIVACIDAD + MICROFONO 2x, ARRAYKENSINGTON NANO SECURITY SLOTTECLADO NON-BACKLIT EN ESPAÑOL(LA)Mouse y MaletinGARANTIA 1 AÑOhttps://eshops.mercadolibre.com.pe/deltapc2010""UNICO PROVEEDOR DEL PROYECTO PISA 2015/2016/ 2017/2022 A NIVEL NACIONAL""UNICA EMPRESA CON GARANTÍA EFECTIVA A NIVEL NACIONAL!!",Lenovo,técnico,0.6218449473381042,personal,0.46981537342071533
50,50,"Somos LAPTOPSHOP PERUSomos MERCADO LIDER GOLD - TIENDA OFICIAL- EMITIMOS FACTURA O BOLETA.ATENCION !!PARA UNA COMPRA EXITOSA POR FAVOR :________________________CONSULTAR STOCK ANTES DE DARLE EN COMPRAR !!!________________________Te presentamos:  LAPTOP ASUS TUF GAMING F15___ 12ava Generación  INGENIERIA, ARQUITECTURA, DISEÑO 3D========= ESPECIFICACIONES =========•••» Modelo: ASUS TUF FX507ZI» Procesador: Intel Core i7-12700H, 14 Núcleos» Memoria RAM: 32GB DDR4 3200MHz» Almacenamiento: 2TB NVMe SSD (Expandible)» Tarjeta de video: NVIDIA® GeForce RTX™ 4070 - 8GB GDDR6» Pantalla: 15.6"" IPS FHD, sRGB:100, 144Hz » Sistema Operativo: Windows 11 Original» Teclado Retroiluminado 1-Zone RGB» Teclado Ingles configurable a ESPAÑOL» CONECTIVIDAD: Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.2» PUERTOS:1x 3.5mm Combo Audio Jack1x HDMI 2.1 FRL2x USB 3.2 Gen 1 Type-A1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC1x RJ45 LAN port1x Thunderbolt™ 4 support DisplayPort™» BATERIA: 90WHrs, 4S1P, 4-cell Li-ion________OBSEQUIOS POR SU COMPRA!- Funda para Laptop.- Protector de pantalla.- Protector de Teclado.- Skin transparente (tapa)- GARANTÍA - 12 Meses de Garantía.- Equipos 100% Nuevos.- Caja sellada.- FACTURA o BOLETA Electrónica- Empresa Jurídica con Tienda FisicaENVIOS A TODO EL PERU- Envíos Gratis a todo el Perú a través de MERCADOENVIOS de MercadoLibre.- Recoge hoy mismo en Nuestra TIENDA FÍSICA.- Estamos en Pleno Centro de Lima, Frente al Real Plaza del Centro Cívico.HORARIOS DE TIENDA FÍSICA Abierto de Lunes a Sábado.- De 10:00AM a 7:30PM- DOMINGOS : Previa (COORDINACIÓN) De 10:30AM a 2:00PM________________________Gracias por visitarnos!!Somos LAPTOPSHOP PERU.Garantía del vendedor: 12 meses",Asus,natural,0.6274461150169373,negocios,0.804129958152771
51,51,"La laptop HP 15-dy5000la es una solución tanto para trabajar y estudiar como para entretenerte. Al ser portátil, el escritorio dejará de ser tu único espacio de uso para abrirte las puertas a otros ambientes ya sea en tu casa o en la oficina.Pantalla con gran impacto visualSu pantalla FHD de 15.6"" y 1920x1080 px de resolución te brindará colores más vivos y definidos. Tus películas y series preferidas cobrarán vida, ya que ganarán calidad y definición en cada detalle.Eficiencia a tu alcanceSu procesador Intel Core i5 de 10 núcleos, está pensado para aquellas personas generadoras y consumidoras de contenidos. Con esta unidad central, la máquina llevará a cabo varios procesos de forma simultánea, desde edición de videos hasta retoques fotográficos con programas profesionales.Potente disco sólidoEl disco sólido de 512 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.Un procesador exclusivo para los gráficosSu tarjeta gráfica Intel Iris Xe Graphics G7 80EUs convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.",Hp,natural,0.5820826292037964,videojuegos,0.589211642742157
52,52,"La Laptop Lenovo V15 G3 15.6 Fhd es la elección perfecta para aquellos que buscan potencia y rendimiento en un diseño elegante y moderno. Con su procesador Intel Core i5 de 10 núcleos, esta laptop te brinda la velocidad y eficiencia que necesitas para realizar tus tareas diarias sin problemas. Su pantalla de 15.6 pulgadas con resolución Full HD te ofrece una experiencia visual inmersiva y detallada, ideal para trabajar, estudiar o disfrutar de tus contenidos favoritos. Además, su disco SSD de 256GB te permite almacenar y acceder rápidamente a todos tus archivos y programas. Con su batería de ion de litio, podrás disfrutar de hasta 8 horas de uso continuo sin preocuparte por quedarte sin energía. La Laptop Lenovo V15 G3 15.6 Fhd también cuenta con una tarjeta gráfica UHD Intel Core que te brinda gráficos nítidos y vibrantes, perfectos para juegos y edición de video. Con su teclado en español y su pad numérico, podrás trabajar de manera cómoda y eficiente. Además, cuenta con puertos USB, HDMI y ethernet para una conectividad completa. No pierdas la oportunidad de adquirir esta laptop Lenovo de alta calidad y rendimiento. ¡Hazte con la tuya ahora mismo!",Lenovo,natural,0.6929641962051392,videojuegos,0.4019773602485657
53,53,0,Lenovo,técnico,0.6067935824394226,personal,0.4459722340106964
